difficulty,pred_v1,pred_v2,abs_err_v1,abs_err_v2,delta_abs_err_v2_minus_v1
16.0,16.0,16.06800248809427,0.0,0.0680024880942689,0.0680024880942689
16.0,16.09,16.12680011843577,0.08999999999999986,0.12680011843577077,0.03680011843577091
16.0,16.0,15.861833486194195,0.0,0.13816651380580502,0.13816651380580502
16.0,16.19,16.22776407780097,0.19000000000000128,0.22776407780096974,0.037764077800968465
16.0,15.96,15.739962143854989,0.03999999999999915,0.2600378561450114,0.22003785614501226
16.0,15.8,15.763274108754057,0.1999999999999993,0.23672589124594268,0.03672589124594339
17.0,16.96,16.97103287240309,0.03999999999999915,0.028967127596910558,-0.01103287240308859
17.0,17.02,17.072178568302096,0.019999999999999574,0.07217856830209612,0.05217856830209655
17.0,17.0,16.922515053678204,0.0,0.07748494632179614,0.07748494632179614
17.0,17.05,17.111893763328535,0.05000000000000071,0.11189376332853485,0.061893763328534135
17.0,17.6,17.59396426899792,0.6000000000000014,0.5939642689979188,-0.006035731002082656
17.0,17.15,17.547879334652446,0.14999999999999858,0.5478793346524462,0.3978793346524476
18.0,18.01,17.870275958102162,0.010000000000001563,0.1297240418978376,0.11972404189783603
18.0,17.96,17.773887251398165,0.03999999999999915,0.22611274860183528,0.18611274860183613
18.0,17.79,17.847733486141685,0.21000000000000085,0.15226651385831502,-0.05773348614168583
18.0,17.99,18.085001952678333,0.010000000000001563,0.08500195267833277,0.07500195267833121
18.0,17.97,18.06784998674061,0.030000000000001137,0.06784998674061171,0.037849986740610575
18.0,18.05,18.08867086172465,0.05000000000000071,0.08867086172465122,0.03867086172465051
18.0,18.01,18.0282120764743,0.010000000000001563,0.028212076474300574,0.01821207647429901
18.0,18.01,18.16376738169142,0.010000000000001563,0.16376738169142158,0.15376738169142
18.0,18.01,18.237856673066155,0.010000000000001563,0.23785667306615466,0.2278566730661531
18.0,17.92,17.8973150499411,0.0799999999999983,0.10268495005890088,0.022684950058902587
18.0,17.98,17.87667782387189,0.019999999999999574,0.12332217612810936,0.10332217612810979
18.0,18.02,18.073809355067834,0.019999999999999574,0.07380935506783359,0.05380935506783402
18.0,17.98,17.995463982078235,0.019999999999999574,0.0045360179217652785,-0.015463982078234295
18.0,18.02,17.971789927597353,0.019999999999999574,0.028210072402647057,0.008210072402647484
18.0,17.83,17.656588331574085,0.1700000000000017,0.3434116684259152,0.1734116684259135
18.0,18.16,18.35892614836799,0.16000000000000014,0.3589261483679884,0.19892614836798828
18.0,17.96,17.950112706006987,0.03999999999999915,0.04988729399301306,0.009887293993013913
18.0,18.03,18.053791306004516,0.030000000000001137,0.053791306004516315,0.023791306004515178
18.0,18.09,18.073661000758374,0.08999999999999986,0.07366100075837423,-0.01633899924162563
18.0,18.01,18.09868660405645,0.010000000000001563,0.09868660405645002,0.08868660405644846
19.0,18.73,18.829792144455443,0.2699999999999996,0.17020785554455742,-0.09979214445544216
19.0,18.92,18.779886787442102,0.0799999999999983,0.22011321255789795,0.14011321255789966
19.0,19.05,19.230112276081293,0.05000000000000071,0.23011227608129303,0.18011227608129232
19.0,18.69,18.551342302340053,0.3099999999999987,0.44865769765994656,0.13865769765994784
19.0,18.84,18.497699615192875,0.16000000000000014,0.5023003848071248,0.34230038480712466
19.0,19.02,18.901380776771095,0.019999999999999574,0.09861922322890493,0.07861922322890535
19.0,19.09,19.145141614130882,0.08999999999999986,0.1451416141308819,0.05514161413088203
19.0,18.64,18.76516999387515,0.35999999999999943,0.23483000612484872,-0.1251699938751507
19.0,19.11,19.40669843364617,0.10999999999999943,0.4066984336461701,0.29669843364617066
19.0,18.77,18.607290470294043,0.23000000000000043,0.3927095297059573,0.16270952970595687
19.0,18.95,19.04855769414696,0.05000000000000071,0.048557694146960984,-0.001442305853039727
19.0,18.89,18.700568735547872,0.10999999999999943,0.299431264452128,0.18943126445212854
19.0,18.99,19.148226764876586,0.010000000000001563,0.14822676487658626,0.1382267648765847
19.0,19.12,19.236170443410817,0.120000000000001,0.23617044341081694,0.11617044341081595
18.0,18.14,18.295954790806107,0.14000000000000057,0.29595479080610687,0.1559547908061063
19.0,18.98,18.947642633556715,0.019999999999999574,0.05235736644328526,0.032357366443285684
19.0,18.88,18.898779988083728,0.120000000000001,0.10122001191627206,-0.018779988083728938
19.0,18.99,18.73220327646484,0.010000000000001563,0.2677967235351595,0.2577967235351579
20.0,19.72,19.67543022094367,0.28000000000000114,0.3245697790563291,0.044569779056327974
20.0,19.91,20.057642510283365,0.08999999999999986,0.05764251028336531,-0.03235748971663455
20.0,20.02,20.263597044387335,0.019999999999999574,0.26359704438733544,0.24359704438733587
20.0,19.97,19.896233313402355,0.030000000000001137,0.10376668659764476,0.07376668659764363
20.0,20.01,20.01101403112713,0.010000000000001563,0.011014031127128732,0.0010140311271271685
21.0,21.01,21.07986288758618,0.010000000000001563,0.07986288758618088,0.06986288758617931
20.0,20.01,19.85760260770508,0.010000000000001563,0.14239739229492088,0.1323973922949193
